"Name","Population","Held by","source","More information","sourceLink","update","Lat","Lon"
"Velykyi Burluk",3656,"Russia","28","","https://suspilne.media/220494-15-km-piski-pid-obstrilami-z-zablokovanogo-izuma-na-harkivsini-viveli-grupu-ziteliv/","24 March 2022 14h03 UTC",50.06,37.3823
"Verkhnodniprovsk",16976,"Ukraine","","","","24 March 2022 14h03 UTC",48.6561,34.3283
"Vilnohirsk",22458,"Ukraine","","","","24 March 2022 14h03 UTC",48.4824,34.0189
"Vinnytsia",370601,"Ukraine","","","","24 March 2022 14h03 UTC",49.2372,28.4672
"Vynohradiv",25442,"Ukraine","","","","24 March 2022 14h03 UTC",48.1397,23.0331
"Vyshhorod",22933,"Ukraine","57","See Kyiv offensive (2022)","https://english.nv.ua/nation/russia-preparing-attack-on-vyshhorod-says-ukrainian-army-command-50223011.html","24 March 2022 14h03 UTC",50.5833,30.5
"Vysokopillia",3899,"Russia","38","","https://suspilne.media/219360-ponad-70-naselenih-punktiv-bez-elektroenergii-zakincuutsa-liki-aka-situacia-v-rajonah-hersonsini/","24 March 2022 14h03 UTC",47.4888,33.5317
"Volnovakha",21441,"Donetsk PR","18"," Awarded Hero City status","https://edition.cnn.com/europe/live-news/ukraine-russia-putin-news-03-11-22/h_4d42be46e5f7137415357edad4f81f0a","24 March 2022 14h03 UTC",47.5951,37.4831
"Volodymyr",38070,"Ukraine","","","","24 March 2022 14h03 UTC",50.8482,24.3257
"Vorzel",6766,"Russia","47","","https://www.ukrinform.net/rubric-ato/3422872-bucha-vorzel-hostomel-under-enemys-control-situation-remains-critical.html","24 March 2022 14h03 UTC",50.55,30.15
"Vovchansk",17747,"Russia","23","","https://web.archive.org/web/20220227034127/https://t.me/suspilnekharkiv/7862","24 March 2022 14h03 UTC",50.2881,36.9461
"Voznesensk",34050,"Ukraine","70","","https://www.youtube.com/watch","24 March 2022 14h03 UTC",47.5725,31.3119
"Yalta",76746,"Russia","10","","https://web.archive.org/web/20220223213939/https://www.politico.eu/article/crimea-peninsula-relation-russia-ukraine/","24 March 2022 14h03 UTC",44.4994,34.1553
"Yenakiieve",77053,"Russia","20","","https://web.archive.org/web/20170904201347/https://www.kyivpost.com/article/content/war-against-ukraine/no-longer-at-the-war-front-depressed-yenakiyeve-waits-for-recovery-under-russian-occupation-391901.html","24 March 2022 14h03 UTC",48.2311,38.2053
"Yevpatoria",105719,"Russia","10","","https://web.archive.org/web/20220223213939/https://www.politico.eu/article/crimea-peninsula-relation-russia-ukraine/","24 March 2022 14h03 UTC",45.1905,33.3669
"Zaporizhzhia",722713,"Ukraine","","See Battle of Zaporizhzhia","","24 March 2022 14h03 UTC",47.8378,35.1383
"Zelenodolsk",12874,"Ukraine","","","","24 March 2022 14h03 UTC",47.5631,33.6524
"Zhashkiv",13355,"Ukraine","","","","24 March 2022 14h03 UTC",49.25,30.1
"Zhytomyr",263507,"Ukraine","","","","24 March 2022 14h03 UTC",50.2544,28.6578
"Zhmerynka",34097,"Ukraine","","","","24 March 2022 14h03 UTC",49.0425,28.0992
"Zhovti Vody",42901,"Ukraine","","","","24 March 2022 14h03 UTC",48.35,33.5167
"Zmiiv",14071,"Ukraine","","","","24 March 2022 14h03 UTC",49.6878,36.3558
"Zolotonosha",27458,"Ukraine","","","","24 March 2022 14h03 UTC",49.6833,32.0333
"Zvenyhorodka",16490,"Ukraine","","","","24 March 2022 14h03 UTC",49.0833,30.9667
